filename,genre,songTitle,artistName,lyrics,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
blues.00010.wav,blues,Lonely Boy Boogie,John Lee Hooker,Uhooh howl howl...,-173.7158661,137.1402435,-23.76764679,26.99173927,-16.68766212,4.214374542,-12.58261776,5.854559422,-2.884673119,-1.186681032,-1.977153897,1.800155044,-3.004411459
blues.00011.wav,blues,It Serves You Right to Suffer,John Lee Hooker,"So you're right to be alone. So you're right to stop on. So you're right to be alone. Because you're still living. The day, done, said, done.",-287.9235535,123.9710236,5.456121922,33.68454361,1.089201093,14.70472145,-4.898605824,8.65327549,0.782797754,6.566735744,-4.879439831,-3.180658817,-5.557003498
blues.00012.wav,blues,Cross Road Blues,Robert Johnson,I am their name where they see me This is called Wifey 사실 It's been as a crossover Outりruck playgirls and ...,-207.2087402,132.7970886,-15.46070576,60.99486542,0.710241258,12.46127892,1.160927653,-1.527894616,-17.90181541,8.369234085,-2.45381856,-0.596688688,0.368816495
blues.00013.wav,blues,Terraplane Blues,Robert Johnson,"I swear I pledge a lie to my mother Your home won't even blow I'm better than my best friend, she ain't a swear my lie to my mother, this home won't even blow I swear I pledge a lie to my mother, this home won't even blow I'm better than my best friend, she ain't a swear my lie to my mother, this home won't even blow I'm better than my mother, this home won't even blow",-209.782196,124.4659195,10.28580475,47.03017426,6.482385635,15.4170208,-2.010077715,6.735785961,-21.54862022,10.72849751,-5.532432079,-2.20203805,-3.051727057
blues.00014.wav,blues,#030: Obsession,This American Life,"I do I'm a Nalo, took from my best friend Song juggle got lucky, stole her back again He better come on, in life it is There is fun to be ready to do",-305.6985779,113.041626,12.11489964,45.03944397,17.73924065,14.59463024,4.157128811,0.240098134,-7.013088226,13.64984322,8.923057556,1.301689863,5.952127934
blues.00015.wav,blues,Walkin' Blues,Robert Johnson,"I did all I can do No, no, be the black blowing my world on the moon Got up this morning, not little night, it was no light I've been late, but I don't have time Where I got up this morning",-238.5330353,120.0882874,-4.224555492,42.31004333,5.916329384,13.91418171,5.357577324,1.903708816,-16.92988014,12.33931065,3.940960407,-1.390677094,0.014792085
blues.00016.wav,blues,I Believe I'll Dust My Broom,Robert Johnson,"I don't care, I just don't I don't try this song If you cry about a liquor you die But I don't, you would cry about the money I don't mind I die Even if I don't know where It is I don't know Phew",-233.7948914,120.6670532,-3.167560339,39.53926849,3.858855009,18.83967209,-3.68891716,4.431845188,-14.97537231,17.57103539,1.844744682,2.538606644,-1.238685727
blues.00017.wav,blues,32-20 Blues,Robert Johnson,If she gets in real and thanks you don't want Take my 3229 cut her hairband She got a 30 special but I believe it's most too late She got 30 special but I believe it's most too late I got a 3220 got to make the cancel right What the fuck is this?,-245.7541351,140.4809265,-2.771439075,60.42012024,18.92539978,9.837099075,3.566576958,0.53618747,-16.36735916,6.629854202,7.269148827,-4.015730858,1.607453585
blues.00018.wav,blues,Kind Hearted Woman Blues,Robert Johnson,"That video is not uncommon And they wheel-mouthed maybe Oh! Oh, oh baby, oh baby! It turned over me Allah The truth",-252.5187683,104.9369888,15.31682777,42.67346954,6.762617588,21.62357903,-1.313277006,5.691933155,-16.61951637,12.16162682,-1.967949986,1.969765067,-0.888958454
blues.00019.wav,blues,If I Had Possession Over Judgement Day,Robert Johnson,and a reddream And I went to the mountains to the bottom of the sea And I went to the mountains to the bottom of the sea And I went to the mountains to the bottom of the sea,-236.6889038,138.4042816,-4.923574924,47.64771271,5.152376175,8.895283699,0.482856303,-3.801667452,-14.97489071,10.43258667,-0.353961498,0.788345516,1.782930255
blues.00020.wav,blues,Preachin' Blues (Up Jumped the Devil),Robert Johnson,I feel what you're laughing at You're right And it feels like I'm on a shot So all of a sudden You're good,-230.4265747,127.1005249,7.145354271,39.78431702,1.944942474,17.40534019,-5.639429092,8.252129555,-18.10438347,13.84251308,-3.760912895,2.571859837,-4.32080555
blues.00021.wav,blues,When You Got a Good Friend,Robert Johnson,Give all of your spatons Love and treat her right I'm a treating my baby And I can't see no reason why I'm a treating my baby But I can't see no reason why I'm a treating my baby,-264.6784668,138.8583374,11.15602303,48.53825378,14.89592457,20.58436775,3.20514226,1.262588143,-15.8470211,15.98657608,3.361671686,-1.513741016,1.892155051
blues.00022.wav,blues,Ramblin' On My Mind,Robert Johnson,and sing a song. It's a Lima baby. But you treat me so on kind. I can't live in it. I can't live in it all on my mind. I can't live in it. I can't live in it all on my mind.,-233.8575134,136.1720886,3.271318436,48.93121338,8.685133934,13.97951031,5.354867935,0.390870273,-13.50457478,16.8561058,5.130938053,-2.23187995,3.96403265
blues.00023.wav,blues,Stones In My Passway,Robert Johnson,I have a bird to sing. I have a bird to sing. I have a bird to sing. I have a bird to sing.,-227.2688599,137.7306976,-14.49346638,63.55570221,5.612640858,11.98463917,1.885552049,-1.863376498,-7.620555401,-2.447174549,-2.886724949,-9.42952919,-10.923913
blues.00024.wav,blues,Traveling Riverside Blues,Robert Johnson,"There's common back to fright for my mum, bear her fall night alone I got waving and big burp, clean on entertainers I got waving and big burps clean on entertainers",-274.3118591,130.4137115,-6.392800331,70.40501404,13.2691412,9.461283684,7.725641251,-1.247490644,-0.57758832,-2.302588463,3.783147097,0.084823325,-0.939435959
blues.00025.wav,blues,Love In Vain,Robert Johnson,"I have learned you came, I don't need you turning blue And you came, Song lyrics, I believe in each of the songs And you came, the song, I believe in each of the songs",-249.2893982,130.98703,0.677389979,66.68578339,17.89780617,4.623736382,6.59830761,1.249049902,1.416389585,-1.579141974,-0.962663114,-3.571995735,-2.927981615
blues.00026.wav,blues,Me and the Devil Blues,Robert Johnson,"And I said how long said I'm on, I believe it's time to go In a devil, World Vulcan side by side, In a devil,",-284.6973572,108.8051987,9.088282585,51.22274017,18.09175682,7.612260818,8.779499054,2.36282897,0.005786435,2.250966072,4.205099106,-3.29331708,1.608298302
blues.00027.wav,blues,Hellhound On My Trail,Robert Johnson,and the deep blue spot it down at the hill and the deep keep from her knee as I have her on the trees and I have her on the chair and I have her on the chair if the deep will scream or see if the deep will scream or see and I have her on the chair,-228.2506561,130.3444061,-23.29129028,70.17209625,1.142270923,7.60244751,0.909938157,1.978251219,-6.167007446,-9.39602375,-2.562840939,-4.522894382,-0.262950361
blues.00028.wav,blues,Traveling Riverside Blues,Robert Johnson,if you want it to inspirate for my mom relig ťonee I got navy in big可 clean on festin Oh I got navy in big可,-248.9867401,139.0671997,-16.28249931,57.11798477,20.19265366,10.18803787,4.543976307,0.33127901,-7.877950668,-3.447915316,-2.646488905,-2.831382275,-0.902166486
blues.00029.wav,blues,House Carpenter,Kelly Joe Phelps,"Will meet, will meet, say no to love Will meet, will meet, say no to me I'm just return from a song so sweet And it's all for the love of you I'm coming, coming my whole true love",-233.750824,101.1782761,17.64976692,23.73377609,2.082032919,25.94192314,-16.95884895,15.09803391,-22.27871513,4.395122528,-23.20740318,-6.057175159,-5.068857193
blues.00030.wav,blues,River Rat Jimmy,Kelly Joe Phelps,"Playing boyhood mumbling pain, your sixth inch of boy played out the top of my red wing kicker I'm down the money, slip your grade, to the leave a pinch of fat and a wig, grand daddy lay All river at Jimmy and yours in fat, I'm river at Jimmy and yours in fat All river at Jimmy, unconditional",-206.9680786,117.792984,23.2358799,28.29782677,-1.123915315,18.86203575,-21.94968224,17.84998512,-25.58564377,2.129925013,-17.79441643,-8.015903473,-17.60727882
blues.00031.wav,blues,Hobo's Son,Kelly Joe Phelps,"Oh, look, took it's the hot camp ain't no Now two days no money hit the mark Now two days no money hit the mark She knew better fare when a girl at home",-221.831131,110.8394928,18.61682129,30.92013741,3.295922995,22.58736229,-20.41634941,12.11873722,-26.3504982,-4.36748457,-26.41319847,-13.0450983,-12.65476608
blues.00032.wav,blues,Katy,Kelly Joe Phelps,"I'm a door, cause for me to go back down to the clover, you're singing soft and low, But singing soft and low, I'll do it",-288.8077087,105.8960419,18.77703857,23.710392,5.711881161,25.54908752,-13.47375965,12.42897224,-11.94203377,1.571425438,-15.63591194,-6.650615692,-11.71325302
blues.00033.wav,blues,Wandering Away,Kelly Joe Phelps,"Oh, stop trying someday, some year Maybe when I told her I loved her and I did Maybe when I said goodbye, be my suitcase and my kid We'll find another place to call home for a while",-239.0380707,108.6572037,34.15189362,30.23917007,-0.475743353,27.29263687,-21.37939835,14.15050888,-24.51017761,-1.884046078,-28.05029106,-11.25664997,-16.47693062
blues.00034.wav,blues,Dock Boggs Country Blues,Kelly Joe Phelps,Yeah well I've got no money to spend Even my role might be no I don't need Yeah I never had been down on my friend Even I am plenty of money good be able,-217.238678,105.792366,15.61706924,25.25638199,-1.440274358,30.18981934,-17.7152195,17.31817245,-27.20952797,4.339167118,-20.05949211,-10.69594479,-14.22066689
blues.00035.wav,blues,Capman Bootman,Kelly Joe Phelps,"Because now the old guitar, seeing things look really young He could look at the clay on his bow, he sat a wise crackle whiskey knife,",-171.8101959,120.2806244,15.32753658,21.09045029,-5.419296265,24.18946457,-24.13822174,18.55198097,-22.34890366,1.303177476,-20.76393127,-4.988852501,-17.118927
blues.00036.wav,blues,Train Carried My Girl from Town,Kelly Joe Phelps,"Singing on a corner my head, hanging down on the crying, drinking my good wind Pull that drink every morning away It'll be crying out if crying, not me crying on a train",-200.1960907,116.3401337,18.00621033,25.31356049,0.291734427,24.19247818,-22.25590897,11.18642521,-26.84873199,-7.638459682,-24.88992882,-12.01552582,-17.01795387
blues.00037.wav,blues,Piece By Piece,Kelly Joe Phelps,V Sai從,-328.6808777,102.7111282,19.89555168,26.73268127,7.151481152,22.70480156,-6.974326611,12.78199387,-10.72578049,-0.433660835,-12.37316513,-8.907053947,-9.24010849
blues.00038.wav,blues,Many a Time,Kelly Joe Phelps,"And I have one promise and I have one friend, only believing, they're gonna be safe All I can offer one way, word is in her, fuse dance around it by way blue ring Let me go quiet, not that I may listen, I understand that old way across",-192.6938171,111.1881638,21.37331009,26.39214325,-0.648375332,23.48088074,-25.47079659,16.92442894,-16.97998428,5.790150166,-25.72524643,-5.045351982,-17.63224411
blues.00039.wav,blues,Goodnight Irene,Kelly Joe Phelps,Song lyrics Song times I live in a country Sometimes oh I live in time Sometimes I hear every great notion,-301.7071533,111.5347214,21.89640808,16.14818001,8.196240425,22.08507538,-8.614953995,1.481557369,-17.08437157,-8.345808983,-17.01306343,-10.5756197,-15.68909645
blues.00040.wav,blues,Love Struck Baby,Stevie Ray Vaughan & Double Trouble,"I'm trying to bridge the living in the head and watch too little that I know that I'm over the job Living time to see your make-up feels a fine hot pink grade in my blood run wild Living make-up feels like I'm not a man in my love, I'm in my life I know my love's strength baby, I'm a love's strength baby You got me love's strength baby, I know just what to do You're a little bit man in my love, I'm a love's strength baby You got me love's strength baby, I know just everything You got me love's strength baby, I know just what to do You got me love's strength baby, I know just what to do",-110.2843246,90.70560455,-2.528311253,74.05273438,-11.746768,39.21457672,-13.17430019,20.5315876,-17.16760826,12.8272543,-21.43444633,5.952132225,-8.032604218
blues.00041.wav,blues,Pride and Joy,Stevie Ray Vaughan & Double Trouble,"Where you heard about love and get upset through the blind My baby love and cause a song to shine, she must be a little fan She my proud choice, she must be a little bit better I'm not a little lover boy I love my baby, the heart and soul When black eyes are born",-107.1897507,88.47057343,-4.177787304,55.48548889,-8.010379791,38.41654205,-6.402575016,28.57652283,-19.82078743,13.25273895,-19.23979378,12.07622528,-4.583087921
blues.00042.wav,blues,Texas Flood,Stevie Ray Vaughan & Double Trouble,"Hip free, shy and wanna know what they say Because the different view And the feeling left And the feeling right Feeling all strange Run find Is Hyuk",-159.5677185,69.78482056,-4.391879559,76.85114288,3.915908575,45.16753006,-4.867352962,32.20051575,-9.796340942,7.812511444,-21.82696724,9.682440758,-2.591589212
blues.00043.wav,blues,Tell Me,Stevie Ray Vaughan & Double Trouble,"I want to watch the trouble, read the troubles I've made I want to watch the trouble, read the troubles I've made That's the norm I've ever made, and don't want me to know more I want to watch the trouble, read the troubles I've made",-109.1949997,100.6270523,-8.620549202,47.36421967,-6.559237003,39.62079239,-8.523994446,29.56473732,-16.58351517,13.17068481,-24.20932007,6.591902733,-8.641899109
blues.00044.wav,blues,Testify,Stevie Ray Vaughan & Double Trouble,Song to meal you,-109.532341,86.92649841,-8.62498951,64.48950195,-6.306035042,43.64582062,-8.293103218,28.54642677,-14.08159161,8.13663578,-21.49042702,11.08661652,-5.094468117
blues.00045.wav,blues,Rude Mood,Stevie Ray Vaughan & Double Trouble,No vocals detected,-163.2431335,89.78488922,12.97745895,80.69248199,3.666774511,39.74512863,-5.400378704,26.49867058,-13.16373634,2.707013369,-20.55290604,6.007189274,-2.908132076
blues.00046.wav,blues,Mary Had a Little Lamb,Stevie Ray Vaughan & Double Trouble,Song lyrics Song lyrics Song lyrics Mary had a little lamb This goose was white as snowgit Everywhere the tile went Song lyrics,-182.6650085,90.68653107,14.11814594,67.55458832,2.687610626,38.43161392,-8.42062664,24.12355423,-13.78751183,4.844969273,-16.67662239,5.823079109,-5.149289131
blues.00047.wav,blues,Dirty Pool,Stevie Ray Vaughan & Double Trouble,Song lyrics,-149.9758759,93.6407547,6.336244106,71.51114655,-8.113178253,36.21202087,-9.784973145,17.64159775,-21.1190033,-0.125903144,-22.20099068,5.435663223,-7.467779636
blues.00048.wav,blues,I'm Cryin',Stevie Ray Vaughan & Double Trouble,"The bear in trend is sweet, but I don't know what they would song crying Why do I have to feel it's way? I can't love my baby, I can't live another day Yeah, I love it's a long time, and it always waits And as long as the falling just like rain, it's so grand",-106.3481522,102.6414719,-20.17225838,59.37520981,-9.967279434,33.70611954,-14.18217468,23.51673317,-13.32908344,16.02607155,-18.92317581,7.831766605,-7.800383568
blues.00049.wav,blues,Lenny,Stevie Ray Vaughan & Double Trouble,Song a song Song a song Song a song,-255.9738312,110.8275223,21.4605732,67.58813477,4.288311958,43.11846161,-4.508347988,10.44259739,-8.71859169,1.654889822,-20.58778954,-2.430673838,-7.144061089
blues.00050.wav,blues,What's Wrong,Magic Slim,"Song lyrics No, I'm Black Maom, you're a Death Black Maom bitch You don't act like Maom, you're a Black Maom, you're a Black Maom, you're a Death Black Maom Song simply justаш Song just push just away",-83.00167847,107.0674362,-25.32368088,57.12207413,0.081298664,34.70890427,-11.04721546,20.53327942,-11.22015095,14.83978176,-10.22996616,12.54285717,-9.772625923
blues.00051.wav,blues,Snakebite,Magic Slim & The Teardrops,Song lyrics Song lyrics Song lyrics Song lyrics Song lyrics,-55.5966301,114.9512024,-37.0693512,64.9043808,-7.164943218,15.25470257,-16.23533058,18.64357567,-9.752285957,21.46538925,-5.652097702,12.78423977,-16.53703117
blues.00052.wav,blues,Please Don't Dog Me,Magic Slim,Sangai brai you,-225.3003082,117.6415176,-14.54460716,64.80238342,12.93165684,19.02923584,10.68853378,9.883125305,-2.382837057,11.68800926,1.545343876,3.049366951,-7.628482819
blues.00053.wav,blues,Key to Your Door,Magic Slim & The Teardrops,"I'm coming right here, no more I'm gonna hear the key to your dopey I'm coming right here, no more I'll leave here if I have to sleep on the floor I'm tired",-76.75776672,105.7704773,-43.2088356,60.95010757,-8.79127121,21.2467823,-12.8776741,18.62121582,-11.39911652,14.55005741,-6.057421207,12.74034023,-9.37436676
blues.00054.wav,blues,Shake It,Magic Slim & The Teardrops,"Singing baby from short looking girl. Check it, baby, I know you could go learn with chicken. I love the way chicken. I learn the way chicken. Shake that time for me. Say it in the morning, shake it late at night. Shake it late at night. Shake it late at night. Shake that time. Shake that time. Shake that time. Shake that time.",-58.00109863,109.014122,-36.2183876,64.0403595,1.430156827,26.31511879,-17.48268127,20.43101692,-9.543071747,18.17713356,-6.057144165,13.87827396,-11.29756451
blues.00055.wav,blues,I Ain't Looking for No Love,Magic Slim & The Teardrops,K- 1 rapp le I read the pagan.爆 Laundern Frey 야!,-98.6975708,104.8011703,-35.10866928,60.69504547,-2.839327335,22.23100281,-7.837456703,19.03072166,-11.57880306,17.02175903,-5.387351513,12.19911098,-9.960819244
blues.00056.wav,blues,Country Boy,Magic Slim & The Teardrops,"pretty hard. I always love you Hoss us, three ao?! Oh... I'm gone I'd be waiting under'ront now",-145.429184,102.8595657,-12.54212952,56.96205139,2.247262716,26.60704613,-4.267034531,17.33763123,-7.997035503,15.23212528,-6.937478065,7.460383415,-10.46832561
blues.00057.wav,blues,Lump On Your Stump,Magic Slim & The Teardrops,"Then they tell you something, said just one time, I don't miss the show one of them. Don't you mess with mine, just look around for a break it. Don't me that I'm wrong. You're teaching to me wrong. Alcohol, all your stuff.",-92.76853943,115.3407745,-35.06004333,57.85359573,1.84531951,26.61206055,-14.54486179,22.13204384,-8.207085609,11.00770664,-5.64409399,7.272861481,-10.20214653
blues.00058.wav,blues,Lonesome Trouble,Magic Slim & The Teardrops,"No use to worry, your laws and troubles come in down the line No use to worry, your laws and troubles come in down the line You got the rules and your pay will do, then you'll wait until I'm...",-95.45585632,105.2293701,-26.96267319,60.83698273,-4.847294807,21.54520988,-13.52377415,12.13523483,-20.23287392,12.1513443,-5.229753017,10.26402569,-9.453709602
blues.00059.wav,blues,The Man You Need,Magic Slim & The Teardrops,Song lyrics Song lyrics Song lyrics Song lyrics Still like you are If you do what you feel,-86.25097656,91.94210052,-23.4034996,68.24949646,-3.890128136,22.74217796,-9.895618439,16.89176559,-11.39383316,18.42901611,-7.011848927,10.7667284,-11.93729019
blues.00060.wav,blues,Mind Your Own Business,Magic Slim & The Teardrops,"Song lyrics Chzię curling Ch moyenicate Ay yo bind idima한ق Elio Adolf Magio, om Carlo Yuc但是 P musclesต Schw feared Vajra Sweet",-67.80553436,111.7093658,-34.65730286,61.34178925,0.045181226,30.57109261,-12.70432568,21.16682816,-13.1348896,16.28779984,-6.343270779,12.29547787,-12.48300552
blues.00061.wav,blues,Boppin' The Rock,Clifton Chenier,No vocals detected,-82.48588562,94.17034149,-27.13920784,75.66252136,-27.52998352,35.58903503,-20.29896355,25.12131882,-15.37985516,11.34678841,-13.40228939,8.153384209,-8.504350662
blues.00062.wav,blues,The Things I Did For You (Take 1),Clifton Chenier,3 Oh tell me mama whatever I don't know Oh tell me baby What I've got to know You know nothing baby And I want to buy you Oh tell me baby,-144.9936523,95.74280548,-21.61031914,49.62971115,-29.89834595,29.35859871,-18.84994125,17.89013863,-9.674272537,5.513567448,-9.554563522,6.369012356,-21.09181595
blues.00063.wav,blues,Yesterday (I Lost My Best Friend) [Take 4],Clifton Chenier,I love the bad friend I ever had Yeah today I love the bad friend I ever had She's gonna let me Let me feel so blue,-129.1139679,72.11976624,-7.765846252,49.26091003,-32.72197723,21.60843277,-27.37463951,15.00284195,-10.25877571,12.43743801,-17.03456879,7.118173122,-18.02040482
blues.00064.wav,blues,Squeeze-Box Boogie,Clifton Chenier,กระ columns,-85.17353058,88.81204987,-16.33164215,59.22323608,-35.99360275,14.39153481,-22.30625725,9.65189743,-14.82391644,11.18160534,-14.80883217,8.478196144,-19.59089088
blues.00065.wav,blues,I'm On My Way (Part 1),Clifton Chenier,I'm on my way to you I'm on my way to the country I'm on my way to the country I'm on my way to the country I roll up my job as me,-118.3703308,74.8673172,-19.86946678,46.94758606,-32.56905365,23.83513451,-26.37411118,17.69251442,-13.82624435,11.9467392,-17.88877869,7.555983067,-22.90058327
blues.00066.wav,blues,Ay-Te Te Fee (Take 8),Clifton Chenier,"Oh, this beat, I thought you'd add a song Oh, this beat, I thought you'd add a song That is beat, that is beat, what is it, you'll add?",-116.5463638,97.44462585,-13.89561367,48.97485352,-22.59456635,27.76543999,-20.24006844,18.63935089,-14.65166759,8.481433868,-16.65589714,11.00167847,-13.86942482
blues.00067.wav,blues,All Night Long,Clifton Chenier,I want to love the baby now What time did you buy me? Let me love you love you Let me hold you hold you Let me please you please do Let me squeeze you baby I want to love the baby now What time did you buy me?,-95.46324921,101.3803787,-20.69700432,48.66807175,-30.27181053,20.81276131,-18.31358528,14.14687157,-12.79889011,13.44427967,-14.07820034,7.732656002,-19.2322731
blues.00068.wav,blues,Opelousas Hop,Clifton Chenier,No vocals detected,-113.1947327,88.70586395,-8.925186157,49.48269272,-34.57383347,15.86412525,-17.74479103,14.71054173,-11.20199871,15.36776829,-15.07656956,8.747663498,-18.63179016
blues.00069.wav,blues,I'm On My Way (Part 2),Clifton Chenier,"Well I'm on my way, my home Oh my, my, my, my, my, my, my home",-121.4295425,96.12303162,-19.61680412,48.02056503,-38.80818939,24.75806618,-32.94582367,8.104194641,-17.81151962,6.113285542,-19.99833488,6.793924332,-19.340662
blues.00070.wav,blues,Think It Over (Take 4),Clifton Chenier,"I'm dancing over one more We've been together so long We've been together so long If we should find it but break up They're getting over one more time They're me what I buy on a road They're me what I buy the wrong You know I do anything for you, they're getting over one more time",-133.0444031,105.7273865,-22.14626503,41.81864929,-26.99666786,19.12452316,-26.56932068,19.24604034,-15.33452415,6.989655495,-10.81855106,6.793742657,-11.72982788
blues.00071.wav,blues,Zodico Stomp,Clifton Chenier,imposing singing song song,-89.39149475,93.78778839,-14.57108974,54.3915329,-33.51501846,19.42115784,-19.76367378,13.02246284,-13.86949635,14.61171818,-14.97026443,10.5892992,-18.0234127
blues.00072.wav,blues,The Cat's Dreamin',Clifton Chenier,This song is ignorance That is not enough you,-118.6819229,87.62361908,6.558794022,45.09804916,-38.91570663,20.81300545,-26.86333656,13.79800892,-17.23860931,5.11015749,-15.70985317,3.981842041,-27.54904366
blues.00073.wav,blues,I Bought a Racoon,Buckwheat Zydeco Ils Sont Partis,"никогда,And Mumbling pieces Mumbling pieces too much But in the world I'm not Mumbling pieces",-30.12928772,103.7447968,-19.76573181,56.41162491,-12.72486973,20.19422722,-17.34809685,16.30915833,-18.44442749,8.932051659,-11.661623,11.21042633,-8.851257324
blues.00074.wav,blues,"Bim Bam, Thank You Mam",Buckwheat Zydeco Ils Sont Partis,"Yes, I'll be your line again Film by I'm thank you man Yes, I'll be back again You say I'm no good and you can't achieve But that's again",-56.03289032,87.84066772,-1.601241231,41.20536423,-5.620271683,27.78492737,-24.00258446,21.76812172,-18.42898941,12.32812309,-13.71703434,11.85081863,-3.982272148
blues.00075.wav,blues,Ya Ya,Buckwheat Zydeco,"Sing it all out, waiting for my eye out It may sound funny but I don't believe she's coming in Oh",-86.33547974,92.70050049,-15.39918709,54.05200958,0.866787493,31.5602932,-14.62271118,23.32544708,-14.97863674,15.33935356,-7.049361706,12.18222523,-6.110912323
blues.00076.wav,blues,Buck's Nouvelle Jole Blon,Buckwheat Zydeco,"Yeah E85 Don't leave now I'd mak it ae Keep mak it ae, put your ni-ko Don't leave now Going to be Ohh SUDE B gig GO 1 2 Andbir Deiy 2 Thanks for watching!",-52.70116425,74.45541382,-18.71545792,56.30721664,-3.959326506,31.98715591,-16.45778656,22.41769028,-12.26202869,27.22835159,-9.233884811,7.80710268,-10.56717491
blues.00077.wav,blues,On a Night Like This,Buckwheat Zydeco,"and so much to reminisce it's so pure right on a nightglass. Well on a nightglass I'm so glad you hear the story. Hold on to me, bring it in me and say you never go away to stay. Run your finger down my spine. Bring me the touch of it.",-29.03915024,104.537323,-30.97895622,38.15443039,-7.99159193,30.89167023,-20.59623528,25.83078003,-12.95967102,16.94161224,-12.26368237,10.78670788,-10.56454563
blues.00078.wav,blues,Hot Tamale Baby,Buckwheat Zydeco,legends and challenges the early year of I'm gonna be in the morning. I'm gonna be in the morning. I'm gonna be in the morning.,-2.551016331,101.2578812,-33.92729187,41.5184021,-13.81515789,31.92072296,-21.86860275,24.45894814,-15.88136578,15.7944746,-14.37241077,12.50744057,-13.37396908
blues.00079.wav,blues,Ma Tit Fille,Buckwheat Zydeco,Song lyrics on the mixed So take my fingers both,-3.559071541,92.92778778,-25.11854362,45.18721008,-10.87189388,31.86241913,-18.05792236,28.6280117,-10.23405361,14.67348671,-14.90698814,14.75164795,-15.60978127
